"","Area","Region","YearPeriod","AVG_PercentFemale","AVG_PercentMale"
"1760","Sudan","Africa","Y20162018","15.4","15.4"
"1761","Sudan","Africa","Y20172019","16.4","16.4"
"1762","Sudan","Africa","Y20182020","16.8","16.8"
"1763","Sudan","Africa","Y20192021","17.4","17.4"
"1764","Sudan","Africa","Y20202022","18.1","18.1"
"1765","Sweden","Europe","Y20002002","",""
"1766","Sweden","Europe","Y20012003","",""
"1767","Sweden","Europe","Y20022004","",""
"1768","Sweden","Europe","Y20032005","",""
"1769","Sweden","Europe","Y20042006","",""
"1770","Sweden","Europe","Y20052007","",""
"1771","Sweden","Europe","Y20062008","",""
"1772","Sweden","Europe","Y20072009","",""
"1773","Sweden","Europe","Y20082010","",""
"1774","Sweden","Europe","Y20092011","",""
"1775","Sweden","Europe","Y20102012","",""
"1776","Sweden","Europe","Y20112013","",""
"1777","Sweden","Europe","Y20122014","",""
"1778","Sweden","Europe","Y20132015","",""
"1779","Sweden","Europe","Y20142016","0.7","0.7"
"1780","Sweden","Europe","Y20152017","0.9","0.9"
"1781","Sweden","Europe","Y20162018","0.7","0.7"
"1782","Sweden","Europe","Y20172019","0.8","0.8"
"1783","Sweden","Europe","Y20182020","1.2","1.2"
"1784","Sweden","Europe","Y20192021","1.3","1.3"
"1785","Sweden","Europe","Y20202022","1.3","1.3"
"1786","Switzerland","Europe","Y20002002","",""
"1787","Switzerland","Europe","Y20012003","",""
"1788","Switzerland","Europe","Y20022004","",""
"1789","Switzerland","Europe","Y20032005","",""
"1790","Switzerland","Europe","Y20042006","",""
"1791","Switzerland","Europe","Y20052007","",""
"1792","Switzerland","Europe","Y20062008","",""
"1793","Switzerland","Europe","Y20072009","",""
"1794","Switzerland","Europe","Y20082010","",""
"1795","Switzerland","Europe","Y20092011","",""
"1796","Switzerland","Europe","Y20102012","",""
"1797","Switzerland","Europe","Y20112013","",""
"1798","Switzerland","Europe","Y20122014","",""
"1799","Switzerland","Europe","Y20132015","",""
"1800","Switzerland","Europe","Y20142016","1.5","1.5"
"1801","Switzerland","Europe","Y20152017","1.1","1.1"
"1802","Switzerland","Europe","Y20162018","0.5","0.5"
"1803","Switzerland","Europe","Y20172019","<0.5","<0.5"
"1804","Switzerland","Europe","Y20182020","<0.5","<0.5"
"1805","Switzerland","Europe","Y20192021","<0.5","<0.5"
"1806","Switzerland","Europe","Y20202022","0.6","0.6"
"1807","Togo","Africa","Y20002002","",""
"1808","Togo","Africa","Y20012003","",""
"1809","Togo","Africa","Y20022004","",""
"1810","Togo","Africa","Y20032005","",""
"1811","Togo","Africa","Y20042006","",""
"1812","Togo","Africa","Y20052007","",""
"1813","Togo","Africa","Y20062008","",""
"1814","Togo","Africa","Y20072009","",""
"1815","Togo","Africa","Y20082010","",""
"1816","Togo","Africa","Y20092011","",""
"1817","Togo","Africa","Y20102012","",""
"1818","Togo","Africa","Y20112013","",""
"1819","Togo","Africa","Y20122014","",""
"1820","Togo","Africa","Y20132015","",""
"1821","Togo","Africa","Y20142016","14.5","14.5"
"1822","Togo","Africa","Y20152017","14.7","14.7"
"1823","Togo","Africa","Y20162018","14.2","14.2"
"1824","Togo","Africa","Y20172019","15.2","15.2"
"1825","Togo","Africa","Y20182020","15.5","15.5"
"1826","Togo","Africa","Y20192021","16.9","16.9"
"1827","Togo","Africa","Y20202022","17.7","17.7"
"1828","Tunisia","Africa","Y20002002","",""
"1829","Tunisia","Africa","Y20012003","",""
"1830","Tunisia","Africa","Y20022004","",""
"1831","Tunisia","Africa","Y20032005","",""
"1832","Tunisia","Africa","Y20042006","",""
"1833","Tunisia","Africa","Y20052007","",""
"1834","Tunisia","Africa","Y20062008","",""
"1835","Tunisia","Africa","Y20072009","",""
"1836","Tunisia","Africa","Y20082010","",""
"1837","Tunisia","Africa","Y20092011","",""
"1838","Tunisia","Africa","Y20102012","",""
"1839","Tunisia","Africa","Y20112013","",""
"1840","Tunisia","Africa","Y20122014","",""
"1841","Tunisia","Africa","Y20132015","",""
"1842","Tunisia","Africa","Y20142016","9.5","9.5"
"1843","Tunisia","Africa","Y20152017","9.5","9.5"
"1844","Tunisia","Africa","Y20162018","9.5","9.5"
"1845","Tunisia","Africa","Y20172019","10.1","10.1"
"1846","Tunisia","Africa","Y20182020","11.4","11.4"
"1847","Tunisia","Africa","Y20192021","12.5","12.5"
"1848","Tunisia","Africa","Y20202022","11.9","11.9"
"1849","Uganda","Africa","Y20002002","",""
"1850","Uganda","Africa","Y20012003","",""
"1851","Uganda","Africa","Y20022004","",""
"1852","Uganda","Africa","Y20032005","",""
"1853","Uganda","Africa","Y20042006","",""
"1854","Uganda","Africa","Y20052007","",""
"1855","Uganda","Africa","Y20062008","",""
"1856","Uganda","Africa","Y20072009","",""
"1857","Uganda","Africa","Y20082010","",""
"1858","Uganda","Africa","Y20092011","",""
"1859","Uganda","Africa","Y20102012","",""
"1860","Uganda","Africa","Y20112013","",""
"1861","Uganda","Africa","Y20122014","",""
"1862","Uganda","Africa","Y20132015","",""
"1863","Uganda","Africa","Y20142016","20.5","20.5"
"1864","Uganda","Africa","Y20152017","22.9","22.9"
"1865","Uganda","Africa","Y20162018","24.4","24.4"
"1866","Uganda","Africa","Y20172019","23.7","23.7"
"1867","Uganda","Africa","Y20182020","22.3","22.3"
"1868","Uganda","Africa","Y20192021","22.2","22.2"
"1869","Uganda","Africa","Y20202022","24.3","24.3"
"1870","Ukraine","Europe","Y20002002","",""
"1871","Ukraine","Europe","Y20012003","",""
"1872","Ukraine","Europe","Y20022004","",""
"1873","Ukraine","Europe","Y20032005","",""
"1874","Ukraine","Europe","Y20042006","",""
"1875","Ukraine","Europe","Y20052007","",""
"1876","Ukraine","Europe","Y20062008","",""
"1877","Ukraine","Europe","Y20072009","",""
"1878","Ukraine","Europe","Y20082010","",""
"1879","Ukraine","Europe","Y20092011","",""
"1880","Ukraine","Europe","Y20102012","",""
"1881","Ukraine","Europe","Y20112013","",""
"1882","Ukraine","Europe","Y20122014","",""
"1883","Ukraine","Europe","Y20132015","",""
"1884","Ukraine","Europe","Y20142016","2.4","2.4"
"1885","Ukraine","Europe","Y20152017","2.6","2.6"
"1886","Ukraine","Europe","Y20162018","2.2","2.2"
"1887","Ukraine","Europe","Y20172019","2","2"
"1888","Ukraine","Europe","Y20182020","2.5","2.5"
"1889","Ukraine","Europe","Y20192021","2.9","2.9"
"1890","Ukraine","Europe","Y20202022","4","4"
"1891","United Kingdom of Great Britain and Northern Ireland","Europe","Y20002002","",""
"1892","United Kingdom of Great Britain and Northern Ireland","Europe","Y20012003","",""
"1893","United Kingdom of Great Britain and Northern Ireland","Europe","Y20022004","",""
"1894","United Kingdom of Great Britain and Northern Ireland","Europe","Y20032005","",""
"1895","United Kingdom of Great Britain and Northern Ireland","Europe","Y20042006","",""
"1896","United Kingdom of Great Britain and Northern Ireland","Europe","Y20052007","",""
"1897","United Kingdom of Great Britain and Northern Ireland","Europe","Y20062008","",""
"1898","United Kingdom of Great Britain and Northern Ireland","Europe","Y20072009","",""
"1899","United Kingdom of Great Britain and Northern Ireland","Europe","Y20082010","",""
"1900","United Kingdom of Great Britain and Northern Ireland","Europe","Y20092011","",""
"1901","United Kingdom of Great Britain and Northern Ireland","Europe","Y20102012","",""
"1902","United Kingdom of Great Britain and Northern Ireland","Europe","Y20112013","",""
"1903","United Kingdom of Great Britain and Northern Ireland","Europe","Y20122014","",""
"1904","United Kingdom of Great Britain and Northern Ireland","Europe","Y20132015","",""
"1905","United Kingdom of Great Britain and Northern Ireland","Europe","Y20142016","2.9","2.9"
"1906","United Kingdom of Great Britain and Northern Ireland","Europe","Y20152017","2.5","2.5"
"1907","United Kingdom of Great Britain and Northern Ireland","Europe","Y20162018","1.7","1.7"
"1908","United Kingdom of Great Britain and Northern Ireland","Europe","Y20172019","0.8","0.8"
"1909","United Kingdom of Great Britain and Northern Ireland","Europe","Y20182020","0.6","0.6"
"1910","United Kingdom of Great Britain and Northern Ireland","Europe","Y20192021","1.2","1.2"
"1911","United Kingdom of Great Britain and Northern Ireland","Europe","Y20202022","1.9","1.9"
"1912","United Republic of Tanzania","Africa","Y20002002","",""
"1913","United Republic of Tanzania","Africa","Y20012003","",""
"1914","United Republic of Tanzania","Africa","Y20022004","",""
"1915","United Republic of Tanzania","Africa","Y20032005","",""
"1916","United Republic of Tanzania","Africa","Y20042006","",""
"1917","United Republic of Tanzania","Africa","Y20052007","",""
"1918","United Republic of Tanzania","Africa","Y20062008","",""
"1919","United Republic of Tanzania","Africa","Y20072009","",""
"1920","United Republic of Tanzania","Africa","Y20082010","",""
"1921","United Republic of Tanzania","Africa","Y20092011","",""
"1922","United Republic of Tanzania","Africa","Y20102012","",""
"1923","United Republic of Tanzania","Africa","Y20112013","",""
"1924","United Republic of Tanzania","Africa","Y20122014","",""
"1925","United Republic of Tanzania","Africa","Y20132015","",""
"1926","United Republic of Tanzania","Africa","Y20142016","22.3","22.3"
"1927","United Republic of Tanzania","Africa","Y20152017","26.2","26.2"
"1928","United Republic of Tanzania","Africa","Y20162018","26.6","26.6"
"1929","United Republic of Tanzania","Africa","Y20172019","25.5","25.5"
"1930","United Republic of Tanzania","Africa","Y20182020","24.8","24.8"
"1931","United Republic of Tanzania","Africa","Y20192021","25.8","25.8"
"1932","United Republic of Tanzania","Africa","Y20202022","26.4","26.4"
"1933","Zambia","Africa","Y20002002","",""
"1934","Zambia","Africa","Y20012003","",""
"1935","Zambia","Africa","Y20022004","",""
"1936","Zambia","Africa","Y20032005","",""
"1937","Zambia","Africa","Y20042006","",""
"1938","Zambia","Africa","Y20052007","",""
"1939","Zambia","Africa","Y20062008","",""
"1940","Zambia","Africa","Y20072009","",""
"1941","Zambia","Africa","Y20082010","",""
"1942","Zambia","Africa","Y20092011","",""
"1943","Zambia","Africa","Y20102012","",""
"1944","Zambia","Africa","Y20112013","",""
"1945","Zambia","Africa","Y20122014","",""
"1946","Zambia","Africa","Y20132015","",""
"1947","Zambia","Africa","Y20142016","22.4","22.4"
"1948","Zambia","Africa","Y20152017","23.8","23.8"
"1949","Zambia","Africa","Y20162018","24.1","24.1"
"1950","Zambia","Africa","Y20172019","26.2","26.2"
"1951","Zambia","Africa","Y20182020","28.2","28.2"
"1952","Zambia","Africa","Y20192021","32.6","32.6"
"1953","Zambia","Africa","Y20202022","31.8","31.8"
"1954","Zimbabwe","Africa","Y20002002","",""
"1955","Zimbabwe","Africa","Y20012003","",""
"1956","Zimbabwe","Africa","Y20022004","",""
"1957","Zimbabwe","Africa","Y20032005","",""
"1958","Zimbabwe","Africa","Y20042006","",""
"1959","Zimbabwe","Africa","Y20052007","",""
"1960","Zimbabwe","Africa","Y20062008","",""
"1961","Zimbabwe","Africa","Y20072009","",""
"1962","Zimbabwe","Africa","Y20082010","",""
"1963","Zimbabwe","Africa","Y20092011","",""
"1964","Zimbabwe","Africa","Y20102012","",""
"1965","Zimbabwe","Africa","Y20112013","",""
"1966","Zimbabwe","Africa","Y20122014","",""
"1967","Zimbabwe","Africa","Y20132015","",""
"1968","Zimbabwe","Africa","Y20142016","36.1","36.1"
"1969","Zimbabwe","Africa","Y20152017","37.6","37.6"
"1970","Zimbabwe","Africa","Y20162018","37.1","37.1"
"1971","Zimbabwe","Africa","Y20172019","35.8","35.8"
"1972","Zimbabwe","Africa","Y20182020","33.7","33.7"
"1973","Zimbabwe","Africa","Y20192021","33.1","33.1"
"1974","Zimbabwe","Africa","Y20202022","30.2","30.2"
